id,alt,utmx_norm, utmy_norm, longx_norm, longy_norm
831,203.4549,-201.59452006052015,99.7009710824932,-0.0028619801816809343,0.000874637297499703
832,203.4353,-201.19352006050758,100.61707108246628,-0.0028564801816806096,0.0008829172975026722
833,203.4306,-200.79362006054725,101.53357108251657,-0.0028510001816819397,0.0008912072974993634
834,203.43,-200.39392006053822,102.45027108245995,-0.002845520181679717,0.0008994972975031601
835,203.43,-199.98972006054828,103.36497108248295,-0.002839970181682361,0.0009077672974981965
836,203.416,-199.5852200605441,104.27947108249646,-0.002834420181681452,0.0009160372975003384
837,203.4093,-199.1819200605387,105.19457108248025,-0.0028288901816821976,0.0009243172975033076
838,203.3796,-198.77832006051904,106.10947108251275,-0.002823350181682116,0.000932587297498344
839,203.3701,-198.3688200605102,107.02177108247997,-0.002817730181678968,0.000940837297498831
840,203.3798,-197.9592200604966,107.9340710825054,-0.0028121101816793725,0.0009490872974993181
841,203.3841,-197.5494200605317,108.84627108246787,-0.0028064801816789497,0.0009573372974998051
842,203.349,-197.13912006054306,109.75817108247429,-0.0028008501816820797,0.0009655872975002922
843,203.3544,-196.72602006053785,110.66887108248193,-0.0027951801816819,0.0009738272974999518
844,203.3371,-196.31212006049464,111.57917108247057,-0.0027894901816800655,0.000982057297498784
845,203.349,-195.89502006053226,112.48807108250912,-0.0027837601816820268,0.0009902772975038943
846,203.3314,-195.47722006053664,113.39657108247047,-0.0027780301816804354,0.000998497297501899
847,203.3135,-195.05782006052323,114.30437108251499,-0.002772260181679087,0.0010067072974990765
848,203.3159,-194.63752006052528,115.2117710824823,-0.0027664901816812915,0.0010149172975033594
849,203.31,-194.2155200605048,116.11837108246982,-0.0027606901816810137,0.0010231172974997094
850,203.2995,-193.79132006049622,117.0238710824633,-0.0027548601816818064,0.0010313072975023374
851,203.2901,-193.36362006049603,117.92787108250195,-0.0027489801816820147,0.001039487297504138
852,203.2845,-192.9303200605209,118.82907108246582,-0.0027430201816791566,0.0010476472975042839
853,203.2651,-192.49072006053757,119.72727108246181,-0.0027369801816803374,0.00105576729750112
854,203.279,-192.04422006051755,120.62207108247094,-0.002730830181679522,0.001063867297503407
855,203.256,-191.59202006051783,121.5138710825122,-0.002724600181679193,0.0010719372975032115
856,203.2743,-191.12872006051475,122.40007108246209,-0.002718220181680664,0.0010799572974988791
857,203.2652,-190.6585200605332,123.28267108247383,-0.0027117301816801387,0.0010879572974999974
858,203.2571,-190.1744200605317,124.15757108246908,-0.0027050501816816563,0.0010958772975016018
859,203.2519,-189.68422006053152,125.02917108248221,-0.0026982901816801075,0.001103767297500724
860,203.2331,-189.1732200605329,125.8886710825027,-0.002691220181681331,0.0011115572974986776
